salsify:id,salsify:name,salsify:data_type,salsify:is_facetable,salsify:attribute_group,salsify:position,salsify:help_text,salsify:searchable,salsify:manage_permissions,salsify:manage_permissions,salsify:manage_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:type,salsify:formula,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:entity_types,salsify:entity_types,salsify:entity_types,belk:enrichment_attribute,belk:role,dw:is_custom_attribute,dw:priority,dw:source_level,dw:xml_level,dw:xml_level,dw:xml_path
Button Color,Button Color,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Shoulder Drop,Shoulder Drop,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Lining Type,Lining Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Crown Dimension,Crown Dimension,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Width,Width,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pocket Depth,Pocket Depth,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Prop 65,Prop 65,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Frame Theme,Frame Theme,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Protective Qualities,Protective Qualities,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Size Length,Size Length,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Lapel Style,Lapel Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Calf Circumference,Calf Circumference,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Outsole Content,Outsole Content,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Insole Features,Insole Features,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Waist Rise,Waist Rise,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Hanging Style,Hanging Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Number of Pieces,Number of Pieces,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Concern,Concern,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Conditioner Type,Conditioner Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Dress Type,Dress Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Formulation,Formulation,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Grater Type,Grater Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Heel Height,Heel Height,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Hosiery Features,Hosiery Features,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Life Stage,Life Stage,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Accessory Type,Accessory Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Assembly Required,Assembly Required,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Blade Length,Blade Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Brush Style,Brush Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Cake Shape,Cake Shape,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Case Shape,Case Shape,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Center Stone Color,Center Stone Color,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Special Sizes,Special Sizes,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
SPF Rating,SPF Rating,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Stem Type,Stem Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pizza Style,Pizza Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Timer,Timer,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Total Stone Weight,Total Stone Weight,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Tray Size,Tray Size,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Made in the USA,Made in the USA,boolean,Yes,Product Attributes,15,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Magnification Strength,Magnification Strength,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Metal Finish,Metal Finish,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Necklace Style,Necklace Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pants Fit,Pants Fit,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Power Source,Power Source,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Room,Room,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Womens Big Ideas,Womens Big Ideas,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Compatibile filters,Compatibile filters,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Fabric Protection,Fabric Protection,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Max child weight - car seat,Max child weight - car seat,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Max child weight - stroller,Max child weight - stroller,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Warranty Length,Warranty Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Number of umbrella ribs,Number of umbrella ribs,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Trim Detail,Trim Detail,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Weight capacity,Weight capacity,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Luggage Closure,Luggage Closure,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Fur RN No or Distributor,Fur Registered Number or Distributor,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Fur treatment,Fur Treatment,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
NBA,NBA,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Musical,Musical,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Service For,Service For,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Rod Pocket Size,Rod Pocket Size,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Button Type,Button Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Slip Type,Slip Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Handle Material,Handle Material,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Leg Opening Dimensions,Leg Opening Dimensions,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Cover Type,Cover Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Cover Up Type,Cover Up Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Furniture Finish,Furniture Finish,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Polarized,Polarized,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Filter Type,Filter Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Age Group,Age Group,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Boot Type,Boot Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Bra Padding,Bra Padding,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Branded Fragrance,Branded Fragrance,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Coffee Roast,Coffee Roast,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Sleeve Style,Sleeve Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
System,System,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Target Area,Target Area,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Toe Shape,Toe Shape,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Shorts Style,Shorts Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Mascara Benefit,Mascara Benefit,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Muffin Capacity,Muffin Capacity,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Number of Slots,Number of Slots,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Transparency,Transparency,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Ring Style,Ring Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Amount of bottles held,Amount of bottles held,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Nurser_Volume_Capacity,Nurser_Volume_Capacity,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
BPA Free,BPA Free,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Converts to,Converts to,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Cooktop Compatibility,Cooktop Compatibility,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Dimensions - shade,Dimensions - shade,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Material - frame,Material - frame,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Min child weight - Stroller,Min child weight - Stroller,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Water Resistance,Water Resistance,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pot material,Pot material,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child weight capacity - crib,Child weight capacity - crib,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Color_Weight,Color_Weight,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Created Stone,Created Stone,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Women Trends,Women Trends,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Collapsed dimensions (W x H x D),Collapsed dimensions (W x H x D),string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Handbag Length,Handbag Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Drop Length,Drop Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Pocket Types,Pocket Types,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Candle Timer,Candle Timer,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Bottom Finish,Bottom Finish,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Slip,Slip,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Footed,Footed,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Platform Height,Platform Height,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Lining Content,Lining Content,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
No of Watch Cusions,No of Watch Cusions,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Millimeter,Millimeter,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Blanket Type,Blanket Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Bedding Type,Bedding Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Waffle Type,Waffle Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Fragrance Type,Fragrance Type,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Closure Location,Closure Location,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Bassinet Included,Bassinet Included,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Belt Style,Belt Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Body Type,Body Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Caffeine Level,Caffeine Level,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Center Stone Weight,Center Stone Weight,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Character,Character,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Choking Hazard,Choking Hazard,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Closure Style,Closure Style,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Cold Weather Rated,Cold Weather Rated,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Collar Type,Collar Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Composition,Composition,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Shampoo Type,Shampoo Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Lining Material,Lining Material,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Compartments,Number of Compartments,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
YC Big Ideas,YC Big Ideas,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Application,Application,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Nipple Level,Nipple Level,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Shade Description,Shade Description,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Jacket Length,Jacket Length,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of settings,Number of settings,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Finish - wood,Finish - wood,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Tray locking positions,Tray locking positions,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material - shade,Material - shade,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Min child weight - car seat,Min child weight - car seat,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Number of bulbs,Number of bulbs,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Passengers held,Passengers held,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Portable,Portable,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Humidity range,Humidity range,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Pairs,Number of Pairs,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Sleeve Measurement,Sleeve Measurement,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Launch Date,Launch Date,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,launchDate
Does not contain,Does not contain,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Fur country of origin,Fur Country of Origin,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Glasses Dimension,Glasses Dimension,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Mildew Resistant,Mildew Resistant,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Banded,Banded,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Backing,Backing,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Rod Diameter,Rod Diameter,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Removable Cover,Removable Cover,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
