salsify:id,salsify:name,salsify:data_type,salsify:is_facetable,salsify:attribute_group,salsify:position,salsify:help_text,salsify:searchable,salsify:manage_permissions,salsify:manage_permissions,salsify:manage_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:type,salsify:formula,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:entity_types,salsify:entity_types,salsify:entity_types,belk:enrichment_attribute,belk:role,dw:is_custom_attribute,dw:priority,dw:source_level,dw:xml_level,dw:xml_level,dw:xml_path
Pant Style,Pant Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Swimwear Style,Swimwear Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Graphic Style,Graphic Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Mugs,Mugs,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Navigation-Where should item live on the site,Navigation-Where should item live on the site,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Project Runway,Project Runway,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Prom Trends,Prom Trends,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Requires a Signature,Requires a Signature,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
RL Gang,RL Gang,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Return Sample To:,Return Sample To:,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Schools,Schools,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category_Window Treatments,Category_Window Treatments,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Collections - Type,Collections - Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Pieces in Collection,Pieces in Collection,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Rugs - Size,Rugs - Size,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Rugs - Styles,Rugs - Styles,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Rugs - Types,Rugs - Types,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Towel - Type,Towel - Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth Factor - Weight,Warmth Factor - Weight,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Featured_Shop_Color,Featured_Shop_Color,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Name,Collection Name,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Construction,Construction,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,Organic,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Shoe and Handbag Set,Shoe and Handbag Set,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Womens Shoe Style,Womens Shoe Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Shoe Trends,Shoe Trends,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Boot - Height,Boot - Height,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Shop_By_Activity,Shop_By_Activity,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Settings,Settings,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Dimensions - Heel Height,Dimensions - Heel Height,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Adjustable,Adjustable,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Bracket Length,Bracket Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Length and Width,Length and Width,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Pieces Included,Pieces Included,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Size Category,Size Category,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Soft Home Fashion Bedding Taxonomy,Soft Home Fashion Bedding Taxonomy,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Sheets Taxonomy Attributes,Sheets Taxonomy Attributes,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Towel Taxonomy Attributes,Towel Taxonomy Attributes,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry Style,Jewelry Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
3 For $30 Panties,3 For $30 Panties,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Toy Type,Toy Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category_Dining_Entertaining,Category_Dining_Entertaining,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Under 100 Dollars,Under 100 Dollars,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Under 200 Dollars,Under 200 Dollars,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Use,Use,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Wedding,Wedding,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
"If part of KR What's Your Fit program, check one","If part of KR What's Your Fit program, check one",string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Tunic,Tunic,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Featured Shop Graphic Tees,Featured Shop Graphic Tees,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Task is Urgent?,Task is Urgent?,boolean,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,Editors,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,Viewers,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Color Master?,Color Master?,boolean,Yes,Color Master,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Image Approved,Image Approved,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
PDC Notes,PDC Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
General Notes,General Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - F - imageFailed,Vendor Images - F - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - G - imageFailed,Vendor Images - G - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - J - imageFailed,Vendor Images - J - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - SW - imageFailed,Vendor Images - SW - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Right Sample Available?,Right Sample Available?,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
New Sample Provided?,New Sample Provided?,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Rejection Reason Addressed?,Rejection Reason Addressed?,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Sample Sent to RRD,Sample Sent to RRD,boolean,No,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Sample Coordinator Received Sample,Sample Coordinator Received Sample,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Copy Notes,Copy Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Full Feed Import,Full Feed Import,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Can PIP Complete Task?,Can PIP Complete Task?,enumerated,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Color Master SKUs,Color Master SKUs,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Shot A Image Name,Shot A Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - A - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_A_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - A - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot B Image Name,Shot B Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - B - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_B_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - B - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot C Image Name,Shot C Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - C - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_C_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - C - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot D Image Name,Shot D Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - D - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_D_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - D - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot E Image Name,Shot E Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - E - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_E_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - E - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot F Image Name,Shot F Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - F - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_F_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - F - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot G Image Name,Shot G Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - G - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_G_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - G - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot J Image Name,Shot J Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - J - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_J_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - J - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Shot SW Image Name,Shot SW Image Name,string,Yes,Workflow Properties,,,No,,,,Art Director Admins,ArtDirectors,Copy User,CopyAdmin,Editors,PIP Admin,PIP User,Product Data Administrator,Product Data Co-Ordinator,Sample Admin,,,,computed_property,"IF(  AND(    VALUE('Vendor Images - SW - imagePath'),    VALUE('Vendor#'),    VALUE('Style#'),    VALUE('nrfColorCode')),      CONCAT(        VALUE('Vendor#'),'_',        VALUE('Style#'),'_SW_',        VALUE('nrfColorCode'),        RTRIM(VALUE('Vendor Images - SW - imagePath'),4)))",,,,,,,,,,,,,,,,,,,,,,,,
Copy Rejection Reason Addressed?,Copy Rejection Reason Addressed?,enumerated,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
cpgs,cpgs,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Sample Notes,Sample Notes,rich_text,Yes,Notes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Vendor Images - H - imagePath,Vendor Images - H - imagePath,digital_asset,Yes,VendorImages,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - I - imagePath,Vendor Images - I - imagePath,digital_asset,Yes,VendorImages,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - H - imageFailed,Vendor Images - H - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Images - I - imageFailed,Vendor Images - I - imageFailed,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Ship_Alone,Ship_Alone,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,Ship_Alone
Has Multiple Default SKU Codes,Has Multiple Default SKU Codes,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,computed_property,"NOT(OR(  EQUALS(LENGTH(VALUES('Default_SKU_Code')), 1),  EQUALS(LENGTH(VALUES('Default_SKU_Code')), 0)))",,,,,,,,,,,,,,,,,,,,,,,,
Is Default SKU?,Is Default SKU?,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
PIP All Images Verified?,PIP All Images Verified?,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Surcharge_Flag,Surcharge_Flag,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,Surcharge_Flag
Test All Images Field,Test All Images Field,html,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - F - mainImage URL,Scene7 Images - F - mainImage URL,link,Yes,Scene7 Images F,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - F - swatchImage URL,Scene7 Images - F - swatchImage URL,link,Yes,Scene7 Images F,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - F - viewerImage URL,Scene7 Images - F - viewerImage URL,link,Yes,Scene7 Images F,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - G - mainImage URL,Scene7 Images - G - mainImage URL,link,Yes,Scene7 Images G,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - G - swatchImage URL,Scene7 Images - G - swatchImage URL,link,Yes,Scene7 Images G,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - G - viewerImage URL,Scene7 Images - G - viewerImage URL,link,Yes,Scene7 Images G,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - H - mainImage URL,Scene7 Images - H - mainImage URL,link,Yes,Scene7 Images H,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - H - swatchImage URL,Scene7 Images - H - swatchImage URL,link,Yes,Scene7 Images H,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - H - viewerImage URL,Scene7 Images - H - viewerImage URL,link,Yes,Scene7 Images H,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - I - mainImage URL,Scene7 Images - I - mainImage URL,link,Yes,Scene7 Images I,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - I - swatchImage URL,Scene7 Images - I - swatchImage URL,link,Yes,Scene7 Images I,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - I - viewerImage URL,Scene7 Images - I - viewerImage URL,link,Yes,Scene7 Images I,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - J - mainImage URL,Scene7 Images - J - mainImage URL,link,Yes,Scene7 Images J,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scene7 Images - J - swatchImage URL,Scene7 Images - J - swatchImage URL,link,Yes,Scene7 Images J,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
